0,270,163
0,271,163
0,272,163
0,273,163
0,274,163
0,275,163
0,276,163
0,277,163
0,278,163
0,279,163
0,280,163
0,281,163
0,282,163
0,283,163
0,284,163
0,285,163
0,286,163
0,287,163
0,288,163
0,289,163
0,290,163
0,291,163
0,292,163
0,293,163
0,294,163
0,295,163
0,296,163
0,297,163
0,298,163
0,299,163
0,300,163
0,301,163
0,302,163
0,303,163
0,304,163
0,305,163
0,306,163
0,307,163
0,308,163
0,309,163
0,310,163
0,311,163
0,312,163
0,313,163
0,314,163
0,315,163
0,316,163
0,317,163
0,318,163
0,319,163
0,320,163
0,321,163
0,322,163
0,323,163
0,324,163
0,325,163
0,326,163
0,327,163
0,328,163
0,329,163
0,330,163
0,331,163
0,332,163
0,333,163
0,334,163
0,335,163
0,336,163
0,337,163
0,338,163
0,339,163
0,340,163
0,341,163
0,342,163
0,343,163
0,344,163
0,345,163
0,346,163
0,347,163
0,348,163
0,349,163
0,350,163
0,351,163
0,352,163
0,353,163
0,354,163
0,355,163
0,356,163
0,357,163
0,358,163
0,359,163
0,360,163
0,361,163
0,362,163
0,363,163
0,364,163
0,365,163
0,366,163
0,367,163
0,368,163
0,369,163
0,370,163
0,370,163
1,370,163
2,370,163
3,370,163
4,370,163
5,370,163
6,370,163
7,370,163
8,370,163
9,370,163
10,370,163
11,370,163
12,370,163
13,370,163
14,370,163
15,370,163
16,370,163
17,370,163
18,370,163
19,370,163
20,370,163
21,370,163
22,370,163
23,370,163
24,370,163
25,370,163
26,370,163
27,370,163
28,370,163
29,370,163
30,370,163
31,370,163
32,370,163
33,370,163
34,370,163
35,370,163
36,370,163
37,370,163
38,370,163
39,370,163
40,370,163
41,370,163
42,370,163
43,370,163
44,370,163
45,370,163
46,370,163
47,370,163
48,370,163
49,370,163
50,370,163
51,370,163
52,370,163
53,370,163
54,370,163
55,370,163
56,370,163
57,370,163
58,370,163
59,370,163
60,370,163
61,370,163
62,370,163
63,370,163
64,370,163
65,370,163
66,370,163
67,370,163
68,370,163
69,370,163
70,370,163
71,370,163
72,370,163
73,370,163
74,370,163
75,370,163
76,370,163
77,370,163
78,370,163
79,370,163
80,370,163
81,370,163
82,370,163
83,370,163
84,370,163
85,370,163
86,370,163
87,370,163
88,370,163
89,370,163
90,370,163
91,370,163
92,370,163
93,370,163
94,370,163
95,370,163
96,370,163
97,370,163
98,370,163
99,370,163
100,370,163
100,370,163
100,369,163
100,368,163
100,367,163
100,366,163
100,365,163
100,364,163
100,363,163
100,362,163
100,361,163
100,360,163
100,359,163
100,358,163
100,357,163
100,356,163
100,355,163
100,354,163
100,353,163
100,352,163
100,351,163
100,350,163
100,349,163
100,348,163
100,347,163
100,346,163
100,345,163
100,344,163
100,343,163
100,342,163
100,341,163
100,340,163
100,339,163
100,338,163
100,337,163
100,336,163
100,335,163
100,334,163
100,333,163
100,332,163
100,331,163
100,330,163
100,329,163
100,328,163
100,327,163
100,326,163
100,325,163
100,324,163
100,323,163
100,322,163
100,321,163
100,320,163
100,319,163
100,318,163
100,317,163
100,316,163
100,315,163
100,314,163
100,313,163
100,312,163
100,311,163
100,310,163
100,309,163
100,308,163
100,307,163
100,306,163
100,305,163
100,304,163
100,303,163
100,302,163
100,301,163
100,300,163
100,299,163
100,298,163
100,297,163
100,296,163
100,295,163
100,294,163
100,293,163
100,292,163
100,291,163
100,290,163
100,289,163
100,288,163
100,287,163
100,286,163
100,285,163
100,284,163
100,283,163
100,282,163
100,281,163
100,280,163
100,279,163
100,278,163
100,277,163
100,276,163
100,275,163
100,274,163
100,273,163
100,272,163
100,271,163
100,270,163
100,270,163
99,270,163
98,270,163
97,270,163
96,270,163
95,270,163
94,270,163
93,270,163
92,270,163
91,270,163
90,270,163
89,270,163
88,270,163
87,270,163
86,270,163
85,270,163
84,270,163
83,270,163
82,270,163
81,270,163
80,270,163
79,270,163
78,270,163
77,270,163
76,270,163
75,270,163
74,270,163
73,270,163
72,270,163
71,270,163
70,270,163
69,270,163
68,270,163
67,270,163
66,270,163
65,270,163
64,270,163
63,270,163
62,270,163
61,270,163
60,270,163
59,270,163
58,270,163
57,270,163
56,270,163
55,270,163
54,270,163
53,270,163
52,270,163
51,270,163
50,270,163
49,270,163
48,270,163
47,270,163
46,270,163
45,270,163
44,270,163
43,270,163
42,270,163
41,270,163
40,270,163
39,270,163
38,270,163
37,270,163
36,270,163
35,270,163
34,270,163
33,270,163
32,270,163
31,270,163
30,270,163
29,270,163
28,270,163
27,270,163
26,270,163
25,270,163
24,270,163
23,270,163
22,270,163
21,270,163
20,270,163
19,270,163
18,270,163
17,270,163
16,270,163
15,270,163
14,270,163
13,270,163
12,270,163
11,270,163
10,270,163
9,270,163
8,270,163
7,270,163
6,270,163
5,270,163
4,270,163
3,270,163
2,270,163
1,270,163
0,270,163
