0,300,63
0,301,63
0,302,63
0,303,63
0,304,63
0,305,63
0,306,63
0,307,63
0,308,63
0,309,63
0,310,63
0,311,63
0,312,63
0,313,63
0,314,63
0,315,63
0,316,63
0,317,63
0,318,63
0,319,63
0,320,63
0,321,63
0,322,63
0,323,63
0,324,63
0,325,63
0,326,63
0,327,63
0,328,63
0,329,63
0,330,63
0,331,63
0,332,63
0,333,63
0,334,63
0,335,63
0,336,63
0,337,63
0,338,63
0,339,63
0,340,63
0,341,63
0,342,63
0,343,63
0,344,63
0,345,63
0,346,63
0,347,63
0,348,63
0,349,63
0,350,63
0,350,63
1,350,63
2,350,63
3,350,63
4,350,63
5,350,63
6,350,63
7,350,63
8,350,63
9,350,63
10,350,63
11,350,63
12,350,63
13,350,63
14,350,63
15,350,63
16,350,63
17,350,63
18,350,63
19,350,63
20,350,63
21,350,63
22,350,63
23,350,63
24,350,63
25,350,63
26,350,63
27,350,63
28,350,63
29,350,63
30,350,63
31,350,63
32,350,63
33,350,63
34,350,63
35,350,63
36,350,63
37,350,63
38,350,63
39,350,63
40,350,63
41,350,63
42,350,63
43,350,63
44,350,63
45,350,63
46,350,63
47,350,63
48,350,63
49,350,63
50,350,63
50,350,63
50,349,63
50,348,63
50,347,63
50,346,63
50,345,63
50,344,63
50,343,63
50,342,63
50,341,63
50,340,63
50,339,63
50,338,63
50,337,63
50,336,63
50,335,63
50,334,63
50,333,63
50,332,63
50,331,63
50,330,63
50,329,63
50,328,63
50,327,63
50,326,63
50,325,63
50,324,63
50,323,63
50,322,63
50,321,63
50,320,63
50,319,63
50,318,63
50,317,63
50,316,63
50,315,63
50,314,63
50,313,63
50,312,63
50,311,63
50,310,63
50,309,63
50,308,63
50,307,63
50,306,63
50,305,63
50,304,63
50,303,63
50,302,63
50,301,63
50,300,63
50,300,63
49,300,63
48,300,63
47,300,63
46,300,63
45,300,63
44,300,63
43,300,63
42,300,63
41,300,63
40,300,63
39,300,63
38,300,63
37,300,63
36,300,63
35,300,63
34,300,63
33,300,63
32,300,63
31,300,63
30,300,63
29,300,63
28,300,63
27,300,63
26,300,63
25,300,63
24,300,63
23,300,63
22,300,63
21,300,63
20,300,63
19,300,63
18,300,63
17,300,63
16,300,63
15,300,63
14,300,63
13,300,63
12,300,63
11,300,63
10,300,63
9,300,63
8,300,63
7,300,63
6,300,63
5,300,63
4,300,63
3,300,63
2,300,63
1,300,63
0,300,63
