0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
0,301,100
0,302,100
0,303,100
0,304,100
0,305,100
0,306,100
